publication_date,coach,name,prompt,left_option,right_option
7892,automatic,Gabriel Griffin,past,ride,
7892,automatic,Gabriel Griffin,past,come,
7892,automatic,Gabriel Griffin,difference,simply,simple
7892,automatic,Kate Roberts,past,spend,
7892,automatic,Kate Roberts,difference,close,closer
7892,automatic,George West,difference,many,much
7892,automatic,George West,past,tell,
7892,automatic,George West,past,can,could
7892,automatic,George West,comma before,because,
7892,automatic,Claudine Gross,past,shoot,
7892,automatic,Claudine Gross,past,let,
7892,automatic,Claudine Gross,past,split,
7892,automatic,Claudine Gross,past,fight,
7892,automatic,Claudine Gross,past,catch,
7892,automatic,Martha Owen,conjugation,know,
7892,automatic,Kate Long,past,hit,
7892,automatic,Kate Long,comma before,because,
7892,automatic,Kate Long,difference,bigger,biggest
7892,automatic,Kate Long,past,lose,
7892,automatic,Kate Long,past,sink,
7892,automatic,Martha Owen,difference,her,hers
7892,automatic,Margaret Morgan,past,know,
7892,automatic,Margaret Morgan,position,before,
7892,automatic,Matt Carpenter,past,throw,
7892,automatic,Matt Carpenter,difference,go out,leave
7892,automatic,Matt Carpenter,position,still,
7892,automatic,Matt Carpenter,past,stand,
7892,automatic,Matt Carpenter,position,tomorrow,
7893,automatic,Anette Gray,comma before,and,
7893,automatic,Greg Hardy,past,lose,
7893,automatic,Greg Hardy,position,every day,
7893,automatic,Justina Carson,difference,as,like
7893,automatic,Justina Carson,past,grow,
7893,automatic,Justina Carson,difference,these,those
7893,automatic,Justina Carson,comma before,because,
7893,automatic,Margaret Ford,difference,There is a problem,It is a problem
7893,automatic,Agatha Olson,past,know,
7893,automatic,Agatha Olson,difference,that,those
7893,automatic,Michael Stewart,past,fight,
7893,automatic,Michael Stewart,past,come,
7893,automatic,Michael Stewart,position,every day,
7893,automatic,Agatha Olson,comma before,but,
7893,automatic,Agatha Olson,past,say,
7893,automatic,Przemyslaw Curry,past,shoot,
7893,automatic,Adam Hunt,difference,give sb advice,give sb advices
7893,automatic,Monica Allen,comma before,but,
7893,automatic,Monica Allen,comma before,because,
7893,automatic,Monica Allen,comma before,that,
7893,automatic,Anna Patton,difference,study,learn
7893,automatic,Anna Patton,difference,discuss,talk
7893,automatic,Anna Patton,change,of,
7893,automatic,Anna Patton,past,fight,
7893,automatic,Anna Patton,past,fall,
7893,automatic,Anna Patton,past,feel,
7893,automatic,Monica Allen,difference,series,the series
7894,automatic,Joanna Green,past,hide,
7894,automatic,Agatha Olson,past,want,
7894,automatic,Agatha Olson,past,have,
7894,automatic,Agatha Olson,difference,subject,theme
7894,automatic,Agatha Olson,comma before,so,
7894,automatic,Jack Fuller,comma before,because,
7894,automatic,Julia Griffin,past,think,
7894,automatic,Julia Griffin,past,see,
7894,automatic,Sergius Pittman,difference,back,come back
7898,automatic,Joanna Green,past,catch,
7898,automatic,Alexandra King,past,need,
7898,automatic,Alexandra King,difference,this,that
7898,automatic,Martin Hale,past,ring,
7899,automatic,Gabriel Griffin,difference,nervous,angry
7899,automatic,Yvonne West,difference,could,could have
7899,automatic,Yvonne West,difference,organise,organize
7899,automatic,Yvonne West,difference,I told you you should eat,I told you you should have eaten
7899,automatic,Fabian Bell,difference,adopt,adapt
7899,automatic,Claudine Gross,difference,hear gossips,hear gossip
7899,automatic,Claudine Gross,comma before,because,
7899,automatic,Claudine Gross,position,already,
7899,automatic,Claudine Gross,comma before,so,
7899,automatic,Margaret Morgan,past,spit,
7899,automatic,Margaret Morgan,difference,learn,study
7899,automatic,Margaret Morgan,difference,before,befour
7899,automatic,Margaret Morgan,conjugation,get,
7899,automatic,Matt Carpenter,comma before,because,
7899,automatic,Matt Carpenter,position,there,
7899,automatic,Martin Lemons,difference,more,most
7899,automatic,Matt Carpenter,comma after,At some point,
7899,automatic,Matt Carpenter,comma before,when,
7900,automatic,Anette Gray,difference,worse,worst
7900,automatic,Anette Gray,past,hold,
7900,automatic,Anette Gray,past,fight,
7900,automatic,Greg Hardy,past,find,
7900,automatic,Greg Hardy,past,fall,
7900,automatic,Greg Hardy,difference,make a dinner,make dinner
7900,automatic,Greg Hardy,difference,work,job
7900,automatic,Yvonne West,comma before,if,
7900,automatic,Chris Ray,difference,him,his
7900,automatic,Chris Ray,difference,during,while
7900,automatic,Chris Ray,position,usually,
7900,automatic,Chris Ray,position,often,
7900,automatic,Justina Carson,past,leave,
7900,automatic,Justina Carson,difference,then,than
7900,automatic,Margaret Ford,difference,neighbor,neighbours
7900,automatic,Margaret Ford,conjugation,stick,
7900,automatic,Margaret Ford,conjugation,get,
7900,automatic,Adrianne Nelson,comma before,if,
7900,automatic,Adrianne Nelson,difference,anything,nothing
7900,automatic,Agatha Olson,past,take,
7900,automatic,Michael Stewart,change,for,
7900,automatic,Michael Stewart,difference,show,see
7900,automatic,Michael Stewart,difference,client,customer
7900,automatic,Michael Stewart,difference,few,a few
7900,automatic,Agatha Olson,comma before,because,
7900,automatic,Przemyslaw Curry,position,yesterday,
7900,automatic,Przemyslaw Curry,position,tomorrow,
7900,automatic,Przemyslaw Curry,difference,in time,on time
7900,automatic,Monica Allen,difference,much,many
7900,automatic,Monica Allen,past,hug,
7900,automatic,Anna Patton,past,wear,
7900,automatic,David Powers,difference,good,well
7900,automatic,David Powers,difference,feel,fell
7900,automatic,David Powers,difference,learn,study
7900,automatic,David Powers,comma before,but,
7900,automatic,David Powers,past,say,
7900,automatic,Anna Patton,past,throw,
7900,automatic,Anna Patton,comma before,if,
7901,automatic,Justina Watson,comma before,that,
7901,automatic,Justina Watson,comma before,because,
7901,automatic,Jack Fuller,difference,so,
7901,automatic,Jack Fuller,difference,much,many
7901,automatic,Julia Griffin,comma before,because,
7901,automatic,Sergius Pittman,difference,then,than
7905,automatic,Martin Hale,position,currently,
7905,automatic,Martin Hale,position,suddenly,
7905,automatic,Przemyslaw Curry,position,tomorrow,
7905,automatic,Kate Long,past,drive,
7905,automatic,Kate Long,past,wake up,
7905,automatic,Kate Long,difference,his,her
7905,automatic,Kate Long,difference,low,lower
7905,automatic,Kate Long,difference,these,those
7906,automatic,Agnes Chapman,difference,pay-rise,pay-raise
7906,automatic,Agnes Chapman,conjugation,get,
7906,automatic,George West,difference,actual,current
7906,automatic,George West,difference,overthink,think over
7906,automatic,George West,difference,say,tell
7906,automatic,Kate Roberts,difference,will,would
7906,automatic,Kate Roberts,comma before,if,
7906,automatic,Kate Roberts,comma before,because,
7906,automatic,Fabian Bell,position,finally,
7906,automatic,Martha Owen,difference,on your own,alone
7906,automatic,Martha Owen,difference,pay-rise,pay-raise
7906,automatic,Alexandra King,pronunciation,explained,
7906,automatic,Alexandra King,past,become,
7906,automatic,Alexandra King,difference,will,would
7906,automatic,Alexandra King,difference,we will eat,we're eating
7906,automatic,Alexandra King,comma before,who,
7906,automatic,Alexandra King,past,lend,
7906,automatic,Martha Owen,position,always,
7906,automatic,Margaret Morgan,difference,something,anything
7906,automatic,Margaret Morgan,position,there,
7906,automatic,Margaret Morgan,difference,some,a
7906,automatic,Margaret Morgan,conjugation,find,
7906,automatic,Margaret Morgan,conjugation,found,
7906,automatic,Justina Watson,difference,we will eat,we're eating
7906,automatic,Justina Watson,comma before,so,
7906,automatic,Justina Watson,position,accidentally,
7906,automatic,Justina Watson,position,purposely,
7906,automatic,Matt Carpenter,past,quit,
7906,automatic,Matt Carpenter,difference,honestly,honest
7906,automatic,Matt Carpenter,comma after,I think,
7906,automatic,Matt Carpenter,comma before,but,
7907,automatic,Anette Gray,difference,danger,dangerous
7907,automatic,Anette Gray,difference,say,tell
7907,automatic,Yvonne West,difference,persons,people
7907,automatic,Chris Ray,past,catch,
7907,automatic,Chris Ray,difference,few,a few
7907,automatic,Chris Ray,position,often,
7907,automatic,Chris Ray,comma before,and,
7907,automatic,Margaret Ford,pronunciation,/ɑ/,
7907,automatic,George West,difference,that,those
7907,automatic,Margaret Ford,difference,behaviour,behavior
7907,automatic,Adrianne Nelson,difference,this,these
7907,automatic,Michael Stewart,pronunciation,/ɑ/,
7907,automatic,Michael Stewart,difference,say,tell
7907,automatic,Michael Stewart,difference,worst,worse
7907,automatic,Michael Stewart,difference,ago,before
7907,automatic,Anna Patton,change,for,
7907,automatic,Anna Patton,difference,something,anything
7907,automatic,Monica Allen,past,speak,
7907,automatic,Monica Allen,position,yesterday,
7907,automatic,Monica Allen,position,tomorrow,
7907,automatic,Monica Allen,difference,will discuss,are discussing
7907,automatic,David Powers,past,set,
7907,automatic,David Powers,difference,during,while
7907,automatic,David Powers,comma before,so,
7907,automatic,David Powers,difference,let's,lets
7907,automatic,David Powers,synonym,capital letter,
7908,automatic,Monica Allen,position,together,
7908,automatic,Monica Allen,comma before,together,
7908,automatic,Monica Allen,past,hold,
7908,automatic,Monica Allen,comma after,meanwhile,
7908,automatic,Monica Allen,position,at home,
7908,automatic,Monica Allen,comma before,but,
7908,automatic,Monica Allen,past,choose,
7908,automatic,Monica Allen,past,can,
7908,automatic,Jack Fuller,past,sit,
7908,automatic,Jack Fuller,past,talk,
7908,automatic,Jack Fuller,comma before,but,
7908,automatic,Jack Fuller,past,can,
7908,automatic,Julia Hogan,difference,cheap,cheaper
7908,automatic,Julia Hogan,past,have,
7908,automatic,Julia Hogan,past,ride,
7908,automatic,Julia Hogan,past,fly,
7908,automatic,Julia Hogan,difference,still,steal
7908,automatic,Julia Hogan,past,take,
7908,automatic,Julia Hogan,comma before,so,
7908,automatic,Gabriel Griffin,past,read,
7908,automatic,Gabriel Griffin,past,come,
7908,automatic,Gabriel Griffin,past,meet,
7912,automatic,Alexandra King,past,follow,
7912,automatic,Alexandra King,comma before,so,
7913,automatic,Agnes Chapman,difference,something,anything
7913,automatic,Agnes Chapman,difference,It's something that I like,It's something what I like
7913,automatic,Agnes Chapman,difference,any,some
7913,automatic,Yvonne West,difference,during,while
7913,automatic,Yvonne West,difference,favor,favour
7913,automatic,Yvonne West,difference,if I had done my homework,if I did my homework
7913,automatic,Martin Hale,difference,simply,simple
7913,automatic,Julia Hogan,comma before,because,
7913,automatic,Julia Hogan,comma before,that,
7913,automatic,Julia Hogan,past,will,
7913,automatic,Julia Hogan,difference,little,less
7913,automatic,Julia Hogan,comma before,what,
7913,automatic,Kate Long,difference,low,law
7913,automatic,Margaret Morgan,past,fall,
7913,automatic,Margaret Morgan,difference,It's something that I like,It's something what I like
7913,automatic,Margaret Morgan,conjugation,build,
7913,automatic,Margaret Morgan,past,write,
7913,automatic,Matt Carpenter,difference,say,tell
7913,automatic,Matt Carpenter,comma before,so,
7913,automatic,Matt Carpenter,comma before,but,
7913,automatic,Matt Carpenter,difference,break,brake
7914,automatic,Anette Gray,difference,It's something that I like,It's something what I like
7914,automatic,Anette Gray,difference,man,men
7914,automatic,Anette Gray,past,build,
7914,automatic,Anette Gray,difference,by,until
7914,automatic,Anette Gray,past,catch,
7914,automatic,Anette Gray,difference,something,anything
7914,automatic,Anette Gray,comma after,I think,
7914,automatic,Greg Hardy,past,throw,
7914,automatic,Greg Hardy,difference,give sb advice,give sb an advice
7914,automatic,Greg Hardy,difference,learn,study
7914,automatic,George West,past,lose,
7914,automatic,George West,difference,lose,lost
7914,automatic,George West,difference,loose,lose
7914,automatic,George West,comma before,because,
7914,automatic,George West,difference,already,yet
7914,automatic,David Powers,difference,nothing,anything
7914,automatic,David Powers,comma before,because,
7914,automatic,David Powers,comma before,but,
7914,automatic,David Powers,comma after,if,
7914,automatic,David Powers,comma after,when,
7914,automatic,David Powers,difference,tell,talk
7914,automatic,Chris Ray,comma before,but,
7914,automatic,Chris Ray,difference,which,who
7914,automatic,Chris Ray,past,take,
7914,automatic,Chris Ray,difference,man,men
7914,automatic,Chris Ray,past,drink,
7914,automatic,Chris Ray,difference,drank,drunk
7914,automatic,Chris Ray,difference,next week,the next week
7914,automatic,Chris Ray,difference,their,them
7914,automatic,Chris Ray,difference,him,his
7914,automatic,Chris Ray,past,leave,
7914,automatic,Chris Ray,comma before,so,
7914,automatic,Chris Ray,change,after,
7914,automatic,Greg Benson,difference,this,that
7914,automatic,Jacob Brewer,difference,this,these
7914,automatic,Jacob Brewer,difference,who,which
7914,automatic,Gabriel Griffin,difference,easy,easier
7914,automatic,Justina Carson,difference,history,story
7914,automatic,Justina Carson,past,show,
7914,automatic,Justina Carson,difference,like,as
7914,automatic,George West,difference,amount,number
7914,automatic,Kate Long,comma after,In the beginning,
7914,automatic,Adrianne Nelson,difference,furniture,furintures
7914,automatic,Adrianne Nelson,past,lose,
7914,automatic,Michael Stewart,difference,few,a few
7914,automatic,Michael Stewart,difference,their,them
7914,automatic,Agatha Olson,difference,which,witch
7914,automatic,Michael Stewart,conjugation,drink,
7914,automatic,Przemyslaw Curry,comma before,so,
7914,automatic,Przemyslaw Curry,comma before,because,
7914,automatic,Przemyslaw Curry,difference,low,law
7914,automatic,Przemyslaw Curry,comma before,if,
7914,automatic,Adam Hunt,difference,trip,journey
7914,automatic,Monica Allen,comma after,In the past,
7914,automatic,Monica Allen,past,fight,
7915,automatic,Justina Watson,past,feel,
7915,automatic,Justina Watson,past,know,
7915,automatic,Julia Hogan,past,drive,
7915,automatic,Julia Hogan,past,eat,
7915,automatic,Julia Hogan,past,go,
